x,y,z,time
-0.06950826197862625,0.015819264575839043,3.9624288082122803,1713900668.7539694
-0.07149987667798996,0.01550454180687666,3.9628705978393555,1713900669.245257
-0.07343403249979019,0.01515510119497776,3.962728977203369,1713900669.7369397
-0.0766201913356781,0.015094350092113018,3.9634273052215576,1713900670.2474928
-0.07928530871868134,0.015261304564774036,3.964167833328247,1713900670.7283368
-0.0815543606877327,0.01653323322534561,3.9647414684295654,1713900671.1608913
-0.0840122252702713,0.018417946994304657,3.9634053707122803,1713900671.6459985
-0.0879594087600708,0.020374620333313942,3.9628641605377197,1713900672.215096
-0.09131401032209396,0.021473832428455353,3.9628469944000244,1713900672.6907225
-0.0935199186205864,0.02177463285624981,3.9620113372802734,1713900673.2302253
-0.09456013888120651,0.021635722368955612,3.9613876342773438,1713900673.733358
-0.09565585851669312,0.021592069417238235,3.960615634918213,1713900674.281571
-0.09466768801212311,0.02117919735610485,3.960481643676758,1713900674.7495675
-0.09238211065530777,0.02042427286505699,3.959958076477051,1713900675.2408237
-0.08999666571617126,0.01967022940516472,3.9591572284698486,1713900675.7481513
-0.08833395689725876,0.01823578029870987,3.9592299461364746,1713900676.251438
-0.0853254497051239,0.015800608322024345,3.9597692489624023,1713900676.8319175
-0.08101097494363785,0.01349168736487627,3.959970235824585,1713900677.2900097
-0.07591022551059723,0.011953958310186863,3.960123062133789,1713900677.8641984
-0.07123934477567673,0.011480960994958878,3.960078001022339,1713900678.3659112
-0.0657711774110794,0.01138725783675909,3.9586939811706543,1713900678.9119682
-0.05910871550440788,0.011488789692521095,3.9572601318359375,1713900679.4394972
-0.0522017627954483,0.011864726431667805,3.956531524658203,1713900679.8062174
-0.04603660851716995,0.01261484157294035,3.956169843673706,1713900680.3187852
-0.039330560714006424,0.013206318020820618,3.956921339035034,1713900680.8733697
-0.03255457431077957,0.013598616234958172,3.9579224586486816,1713900681.3877096
-0.026419786736369133,0.01380815077573061,3.9584994316101074,1713900681.9049706
-0.021637486293911934,0.014106718823313713,3.958312749862671,1713900682.4141514
-0.017361784353852272,0.014131595380604267,3.957343578338623,1713900682.9234922
-0.014033902436494827,0.014001497067511082,3.957105875015259,1713900683.479418
-0.012424406595528126,0.013906974345445633,3.956806182861328,1713900683.9628437
-0.012822121381759644,0.014075348153710365,3.9571166038513184,1713900684.51351
-0.013503269292414188,0.01416096929460764,3.9576399326324463,1713900684.9899745
-0.013298568315804005,0.01415925845503807,3.9581074714660645,1713900685.5090978
-0.012550292536616325,0.014188963919878006,3.9582936763763428,1713900686.0676782
-0.012275760062038898,0.014498826116323471,3.957397937774658,1713900686.56172
-0.012143044732511044,0.014693285338580608,3.9566853046417236,1713900687.0671747
